Background,Genotype,Stage,Replicate,O2,Iinc ,Ca,Ci,A,Phi2,VPDleaf,gs,E,Tleaf
WYJ,G,Stem-elongating,4,21,999.93,376.65,310.18,25.37,0.4003,1.01,0.4162,0.0067,25
WYJ,G,Stem-elongating,4,21,1000.15,233.91,187.44,17.82,0.3761,0.99,0.4131,0.0065,25
WYJ,G,Stem-elongating,4,21,1000.01,140.49,114.23,10.57,0.3442,0.99,0.4359,0.0069,24.99
WYJ,G,Stem-elongating,4,21,999.98,76.27,66.44,4.15,0.2968,0.98,0.4762,0.0074,25
WYJ,G,Stem-elongating,4,21,1000.2,49.04,46.27,1.03,0.2673,0.98,0.5078,0.0079,25
WYJ,G,Stem-elongating,4,21,1000.14,377.33,320.2,24.16,0.3791,0.99,0.4681,0.0074,25.03
WYJ,G,Stem-elongating,4,21,1000.14,377.55,303.45,24.64,0.389,0.99,0.3587,0.0057,24.98
WYJ,G,Stem-elongating,4,21,999.85,377.53,299.21,24.8,0.3987,1.01,0.3403,0.0055,25
WYJ,G,Stem-elongating,4,21,1000.08,622.88,519.1,29.09,0.4012,1.02,0.3079,0.005,25.02
WYJ,G,Stem-elongating,4,21,1000.04,971.3,851.09,29.54,0.3793,1.02,0.2803,0.0046,25.01
WYJ,G,Stem-elongating,4,21,1000.01,1469.64,1335.59,29.35,0.3651,1.02,0.264,0.0043,25
WYJ,G,Stem-elongating,4,2,280.1,986.29,852.26,14.21,0.514,1.03,0.1196,0.002,24.99
WYJ,G,Stem-elongating,4,2,150.1,992.22,867.28,7.92,0.5493,1.04,0.0724,0.0012,25
WYJ,G,Stem-elongating,4,2,99.97,994.69,863.34,5.39,0.5758,1.05,0.0466,0.0008,25
WYJ,G,Stem-elongating,4,2,79.95,995.57,849.73,4.44,0.5933,1.05,0.0341,0.0006,25
WYJ,G,Stem-elongating,4,2,50.15,997.34,911.37,2.48,0.6159,1.05,0.0355,0.0006,25
WYJ,Y,Stem-elongating,1,21,0.02,400.76,443.33,-1.11,#DIV/0!,1.03,0.0224,0.0004,24.98
WYJ,Y,Stem-elongating,1,21,2000.04,382.06,328.71,21.08,0.2756,1.01,0.4425,0.0071,25
WYJ,Y,Stem-elongating,1,21,1499.93,383.84,335.93,18.73,0.3273,0.98,0.4433,0.007,25
WYJ,Y,Stem-elongating,1,21,1000.15,386.9,346.85,14.73,0.3898,0.97,0.4287,0.0066,25
WYJ,Y,Stem-elongating,1,21,499.91,391.86,363.66,8.53,0.4513,0.97,0.3817,0.0059,25.01
WYJ,Y,Stem-elongating,1,21,279.92,394.8,373.8,4.93,0.4826,0.97,0.3271,0.0051,25
WYJ,Y,Stem-elongating,1,21,150.16,396.9,380.83,2.57,0.5039,0.98,0.258,0.0041,25.01
WYJ,Y,Stem-elongating,1,21,100.06,398.1,384.26,1.45,0.512,1,0.1929,0.0031,25
WYJ,Y,Stem-elongating,1,21,80,398.42,384.92,1.15,0.5144,1,0.1598,0.0026,24.98
WYJ,Y,Stem-elongating,1,21,50.08,398.92,388.57,0.64,0.5198,1.01,0.1615,0.0026,25
WYJ,Y,Stem-elongating,1,21,1000.03,386.26,353.64,15.01,0.3911,0.94,0.5537,0.0083,25
WYJ,Y,Stem-elongating,1,21,1000.01,240.06,216.07,11.36,0.3691,0.94,0.5519,0.0082,25
WYJ,Y,Stem-elongating,1,21,999.94,143.86,129.09,7.15,0.3474,0.93,0.5607,0.0083,25.01
WYJ,Y,Stem-elongating,1,21,1000.18,77.48,71.29,2.92,0.3104,0.93,0.5733,0.0085,24.99
WYJ,Y,Stem-elongating,1,21,999.87,49.32,47.29,0.77,0.2844,0.93,0.5869,0.0087,24.99
WYJ,Y,Stem-elongating,1,21,1000.1,386.66,355.83,14.37,0.3652,0.94,0.568,0.0085,25
WYJ,Y,Stem-elongating,1,21,1000.08,386.79,353.52,14.47,0.3764,0.94,0.5225,0.0079,25.02
WYJ,Y,Stem-elongating,1,21,1000.04,386.87,352.59,14.58,0.3802,0.94,0.5074,0.0076,24.99
WYJ,Y,Stem-elongating,1,21,999.78,633.83,589.1,16.8,0.3795,0.95,0.4743,0.0072,25
WYJ,Y,Stem-elongating,1,21,1000.04,981.78,928.72,17.11,0.3718,0.95,0.4444,0.0068,24.99
WYJ,Y,Stem-elongating,1,21,1000.03,1479.13,1414.48,17.69,0.3725,0.97,0.4177,0.0064,25.01
WYJ,Y,Stem-elongating,1,2,280.02,993.99,924.47,5.84,0.425,1.02,0.1089,0.0018,25
WYJ,Y,Stem-elongating,1,2,149.96,997.02,914.13,3,0.4426,1.04,0.045,0.0008,24.99
WYJ,Y,Stem-elongating,1,2,99.84,998.2,918.97,1.87,0.4558,1.05,0.0297,0.0005,25.01
WYJ,Y,Stem-elongating,1,2,79.98,998.69,925.76,1.28,0.4587,1.05,0.0227,0.0004,24.96
WYJ,Y,Stem-elongating,1,2,50.07,999.19,957.05,0.54,0.4571,1.06,0.0212,0.0004,25
WYJ,Y,Stem-elongating,2,21,0.02,400.74,436.92,-0.93,#DIV/0!,1.05,0.0215,0.0004,25
WYJ,Y,Stem-elongating,2,21,2000.01,380.25,313.61,22.5,0.2689,1.06,0.3703,0.0063,25.01
WYJ,Y,Stem-elongating,2,21,1499.87,382.34,317.45,20.09,0.3166,1.04,0.3401,0.0057,24.99
WYJ,Y,Stem-elongating,2,21,1000.08,384.87,329.91,16.99,0.3909,1.01,0.3455,0.0056,24.99
WYJ,Y,Stem-elongating,2,21,499.87,389.95,351.72,10.63,0.4737,1.02,0.3301,0.0054,25.02
WYJ,Y,Stem-elongating,2,21,280.11,393.47,366.33,6.4,0.5136,1.01,0.3051,0.005,25
WYJ,Y,Stem-elongating,2,21,150.01,396.1,376.19,3.44,0.5419,1.02,0.2537,0.0042,25.01
WYJ,Y,Stem-elongating,2,21,100.08,397.35,379.19,2.2,0.5571,1.03,0.1878,0.0031,25
WYJ,Y,Stem-elongating,2,21,80.08,398.06,379.79,1.65,0.5636,1.04,0.1405,0.0024,25
WYJ,Y,Stem-elongating,2,21,49.97,398.87,384.64,0.86,0.5669,1.04,0.1124,0.0019,25.01
WYJ,Y,Stem-elongating,2,21,1000.08,382.22,338.74,19.38,0.4249,0.98,0.5118,0.008,25.01
WYJ,Y,Stem-elongating,2,21,1000.01,237.05,206.09,14.52,0.4069,0.98,0.5275,0.0082,24.99
WYJ,Y,Stem-elongating,2,21,1000.21,142,123,9.15,0.38,0.97,0.5396,0.0083,25
WYJ,Y,Stem-elongating,2,21,1000.16,76.74,68.9,3.74,0.338,0.97,0.5562,0.0086,24.99
WYJ,Y,Stem-elongating,2,21,999.85,49.13,46.66,0.98,0.3113,0.97,0.5674,0.0087,24.99
WYJ,Y,Stem-elongating,2,21,1000.06,382.79,342.92,18.51,0.4047,0.98,0.5409,0.0084,25.02
WYJ,Y,Stem-elongating,2,21,999.78,382.85,337.28,18.85,0.4106,0.99,0.4722,0.0074,25.01
WYJ,Y,Stem-elongating,2,21,1000.02,382.77,335.46,18.93,0.4175,0.99,0.4546,0.0072,24.99
WYJ,Y,Stem-elongating,2,21,1000.01,629.31,567.2,21.8,0.4176,1,0.4148,0.0066,25.01
WYJ,Y,Stem-elongating,2,21,999.99,977.25,904.75,22.36,0.4096,1,0.3891,0.0062,24.99
WYJ,Y,Stem-elongating,2,21,999.97,1474.45,1387.92,23.18,0.4102,1.01,0.3653,0.0059,25
WYJ,Y,Stem-elongating,2,2,279.95,991.25,923.02,8.23,0.477,1.04,0.1577,0.0026,25
WYJ,Y,Stem-elongating,2,2,150.02,995.26,939.13,4.08,0.4968,1.05,0.1027,0.0017,25
WYJ,Y,Stem-elongating,2,2,99.81,997.13,932.08,2.61,0.5039,1.05,0.0537,0.0009,24.97
WYJ,Y,Stem-elongating,2,2,79.75,998.04,918.72,1.88,0.5044,1.06,0.0299,0.0005,25.01
WYJ,Y,Stem-elongating,2,2,50.25,998.9,944.84,0.87,0.5064,1.06,0.0233,0.0004,25
WYJ,Y,Stem-elongating,3,21,0.02,400.53,427.46,-0.68,#DIV/0!,1.05,0.0201,0.0003,25
WYJ,Y,Stem-elongating,3,21,2000.04,380.4,312.09,22.78,0.2847,1.02,0.3635,0.0059,25
WYJ,Y,Stem-elongating,3,21,1499.87,381.84,319.08,20.93,0.3419,0.99,0.3658,0.0058,25
WYJ,Y,Stem-elongating,3,21,1000,384.06,332.81,18.01,0.4272,0.96,0.3937,0.006,25
WYJ,Y,Stem-elongating,3,21,500.23,389.26,352.42,11.57,0.5343,0.95,0.3705,0.0056,25.01
WYJ,Y,Stem-elongating,3,21,279.94,393.02,365.76,6.99,0.5804,0.96,0.3257,0.005,25.01
WYJ,Y,Stem-elongating,3,21,149.96,395.88,375.67,3.77,0.6071,0.96,0.2645,0.0041,25.01
WYJ,Y,Stem-elongating,3,21,99.99,397.09,378.06,2.53,0.6201,0.99,0.1972,0.0031,25
WYJ,Y,Stem-elongating,3,21,80.24,397.95,378.54,1.85,0.6264,1.01,0.1411,0.0023,25
WYJ,Y,Stem-elongating,3,21,49.84,398.86,381.93,1,0.6335,1.01,0.095,0.0016,25
WYJ,Y,Stem-elongating,3,21,999.99,382.55,322.48,20.06,0.4795,0.97,0.3676,0.0057,25.01
WYJ,Y,Stem-elongating,3,21,999.9,237.25,196.08,14.84,0.4578,0.97,0.3925,0.0061,24.99
WYJ,Y,Stem-elongating,3,21,999.82,142.15,118.39,9.28,0.4318,0.96,0.4265,0.0065,24.99
WYJ,Y,Stem-elongating,3,21,999.8,76.76,67.72,3.75,0.3853,0.96,0.4729,0.0072,25
WYJ,Y,Stem-elongating,3,21,1000,49.13,46.4,1,0.3552,0.95,0.4982,0.0076,25
WYJ,Y,Stem-elongating,3,21,999.94,382.28,332.33,19.91,0.4679,0.97,0.4481,0.0069,25.02
WYJ,Y,Stem-elongating,3,21,999.96,382.8,322.67,19.74,0.4653,0.98,0.3613,0.0056,25
WYJ,Y,Stem-elongating,3,21,999.93,382.57,317.89,20.17,0.4774,0.99,0.341,0.0054,25.01
WYJ,Y,Stem-elongating,3,21,1000.17,629.14,540.9,23.43,0.4792,0.99,0.2969,0.0047,25.02
WYJ,Y,Stem-elongating,3,21,999.92,977.24,875.95,24.27,0.4673,1,0.2807,0.0045,25
WYJ,Y,Stem-elongating,3,21,1000.17,1475.06,1359.13,24.87,0.4652,1,0.267,0.0043,25
WYJ,Y,Stem-elongating,3,2,280.07,990.21,923.4,9.43,0.5598,0.99,0.1829,0.0029,25
WYJ,Y,Stem-elongating,3,2,150.01,994.23,946.26,4.81,0.5685,1,0.1489,0.0024,25
WYJ,Y,Stem-elongating,3,2,100.02,995.82,951.05,3.33,0.5721,1,0.1151,0.0019,24.99
WYJ,Y,Stem-elongating,3,2,79.94,996.82,952.76,2.45,0.5766,1.02,0.0875,0.0014,25
WYJ,Y,Stem-elongating,3,2,50.1,998.09,961.36,1.17,0.5831,1.03,0.0573,0.001,25
WYJ,Y,Stem-elongating,4,21,0.02,400.37,409.11,-0.64,#DIV/0!,1.03,0.0412,0.0007,24.99
WYJ,Y,Stem-elongating,4,21,2000.03,379.31,331.65,23.34,0.2798,1,0.556,0.0089,25
WYJ,Y,Stem-elongating,4,21,1499.89,380.85,333.23,21.71,0.3438,0.99,0.5172,0.0082,24.99
WYJ,Y,Stem-elongating,4,21,1000.09,383.44,339.46,18.52,0.435,0.97,0.4828,0.0075,25
WYJ,Y,Stem-elongating,4,21,499.9,388.86,354.7,11.93,0.5378,0.96,0.4198,0.0065,25.01
WYJ,Y,Stem-elongating,4,21,279.86,392.95,364.75,7.24,0.5826,0.96,0.3238,0.005,25
WYJ,Y,Stem-elongating,4,21,150.1,396.12,372.2,3.76,0.6039,0.98,0.2106,0.0033,25.01
WYJ,Y,Stem-elongating,4,21,99.87,397.46,371.29,2.57,0.6131,1,0.129,0.0021,25.01
WYJ,Y,Stem-elongating,4,21,80.09,398.05,378.54,1.75,0.6203,1,0.1323,0.0021,25
WYJ,Y,Stem-elongating,4,21,49.94,398.5,385.5,1,0.6264,1.01,0.1516,0.0025,25
WYJ,Y,Stem-elongating,4,21,1000.12,382.09,343.32,19.76,0.4624,0.96,0.5946,0.0091,25.01
WYJ,Y,Stem-elongating,4,21,1000.06,236.94,208.27,14.89,0.441,0.96,0.5891,0.009,25
WYJ,Y,Stem-elongating,4,21,1000,141.96,124.24,9.27,0.4076,0.96,0.5906,0.009,25.01
WYJ,Y,Stem-elongating,4,21,999.95,76.7,69.32,3.79,0.3601,0.96,0.6052,0.0092,25
WYJ,Y,Stem-elongating,4,21,1000.19,49.11,46.82,0.97,0.3257,0.95,0.6181,0.0094,24.99
WYJ,Y,Stem-elongating,4,21,999.85,382.73,345.82,18.78,0.4459,0.96,0.5995,0.0092,24.99
WYJ,Y,Stem-elongating,4,21,999.82,382.52,341.94,19.4,0.4521,0.96,0.5541,0.0085,25.01
WYJ,Y,Stem-elongating,4,21,999.83,382.33,339.88,19.72,0.4644,0.96,0.5344,0.0082,25
WYJ,Y,Stem-elongating,4,21,1000.05,628.79,573.8,22.48,0.4688,0.98,0.4927,0.0077,25.01
WYJ,Y,Stem-elongating,4,21,1000.06,976.14,911.33,23.39,0.4604,0.97,0.4669,0.0073,25
WYJ,Y,Stem-elongating,4,21,1000.04,1473.23,1396.98,23.81,0.4636,0.98,0.4433,0.007,24.99
WYJ,Y,Stem-elongating,4,2,280.2,990.35,915.53,9.74,0.5735,1,0.1642,0.0027,25
WYJ,Y,Stem-elongating,4,2,150.12,994.86,932.58,4.81,0.5841,1.02,0.1038,0.0017,25.01
WYJ,Y,Stem-elongating,4,2,100.15,996.81,938.23,2.88,0.5879,1.03,0.068,0.0011,25.02
WYJ,Y,Stem-elongating,4,2,79.75,997.37,935.24,2.32,0.5899,1.04,0.0506,0.0009,24.99
WYJ,Y,Stem-elongating,4,2,49.92,998.42,958.76,1.08,0.5966,1.04,0.0467,0.0008,24.99
ZF,C,Stem-elongating,1,21,0.02,400.4,409.92,-0.44,#DIV/0!,1.04,0.027,0.0005,25
ZF,C,Stem-elongating,1,21,1999.85,383.92,290.19,15.37,0.1349,1.13,0.1755,0.0032,25
ZF,C,Stem-elongating,1,21,1500.01,384.49,286.91,14.89,0.1836,1.09,0.1625,0.0029,25.03
ZF,C,Stem-elongating,1,21,1000.13,385.12,286.04,14.37,0.285,1.05,0.1538,0.0026,25
ZF,C,Stem-elongating,1,21,500.11,387.02,284.26,12.56,0.4777,1.02,0.1291,0.0021,25.01
ZF,C,Stem-elongating,1,21,279.85,390.35,293.38,9.35,0.5996,1.02,0.1023,0.0017,24.99
ZF,C,Stem-elongating,1,21,149.87,394.8,307,5.06,0.6578,1.03,0.0617,0.001,25.01
ZF,C,Stem-elongating,1,21,100,396.66,317.52,3.23,0.6783,1.04,0.0442,0.0007,24.99
ZF,C,Stem-elongating,1,21,79.96,397.14,327.03,2.75,0.6894,1.04,0.043,0.0007,25
ZF,C,Stem-elongating,1,21,49.94,398.37,347.85,1.55,0.7011,1.05,0.0352,0.0006,25
ZF,C,Stem-elongating,1,21,999.83,383.35,310.75,15.63,0.2897,1.05,0.2342,0.004,25.01
ZF,C,Stem-elongating,1,21,1000.19,239.61,192.29,9.9,0.2381,1.05,0.2268,0.0038,24.99
ZF,C,Stem-elongating,1,21,1000.07,144.48,121.1,5.27,0.1774,1.04,0.2491,0.0042,24.99
ZF,C,Stem-elongating,1,21,999.76,78.03,69.75,1.95,0.1372,1.03,0.2753,0.0045,24.98
ZF,C,Stem-elongating,1,21,999.98,49.53,47.11,0.49,0.1217,1.02,0.299,0.0049,24.99
ZF,C,Stem-elongating,1,21,999.89,387.32,278.71,12.21,0.2351,1.11,0.1189,0.0021,25.09
ZF,C,Stem-elongating,1,21,999.82,387.84,279.02,11.77,0.2486,1.07,0.1142,0.002,24.96
ZF,C,Stem-elongating,1,21,999.82,387.45,280.93,12.15,0.2577,1.08,0.1206,0.0021,24.99
ZF,C,Stem-elongating,1,21,1000.13,630.34,482.83,18.74,0.2995,1.07,0.1358,0.0023,25
ZF,C,Stem-elongating,1,21,1000.09,977.82,812,20.23,0.2899,1.07,0.1345,0.0023,25
ZF,C,Stem-elongating,1,21,999.78,1477.77,1277.38,19.57,0.2615,1.08,0.111,0.0019,24.99
ZF,C,Stem-elongating,1,2,279.9,984.05,826.58,14.49,0.562,1.04,0.1018,0.0017,25.01
ZF,C,Stem-elongating,1,2,150.12,990.27,873.35,8.46,0.6083,1.05,0.0836,0.0014,25.02
ZF,C,Stem-elongating,1,2,99.99,993.21,887.2,5.78,0.6309,1.04,0.0641,0.0011,25
ZF,C,Stem-elongating,1,2,80.2,994.78,891.81,4.36,0.6458,1.04,0.0501,0.0008,24.98
ZF,C,Stem-elongating,1,2,49.93,996.55,925.05,2.71,0.6655,1.04,0.0491,0.0008,24.99
ZF,C,Stem-elongating,2,21,0.02,400.47,420.13,-0.58,#DIV/0!,1.05,0.0219,0.0004,24.99
ZF,C,Stem-elongating,2,21,2000.05,385.04,294.47,14.36,0.1212,1.17,0.1706,0.0032,25
ZF,C,Stem-elongating,2,21,1499.93,385.63,289.43,13.94,0.1657,1.12,0.1547,0.0028,25.02
ZF,C,Stem-elongating,2,21,1000.13,386.37,283.39,13.34,0.2631,1.09,0.1374,0.0024,25.02
ZF,C,Stem-elongating,2,21,499.97,388.44,279.65,11.45,0.4566,1.05,0.1111,0.0019,25.04
ZF,C,Stem-elongating,2,21,279.84,391.46,285.03,8.47,0.5826,1.04,0.0841,0.0014,25.01
ZF,C,Stem-elongating,2,21,149.89,395.25,295.29,4.7,0.6492,1.05,0.05,0.0008,25.01
ZF,C,Stem-elongating,2,21,100,397.06,301.69,2.95,0.6773,1.05,0.033,0.0006,24.99
ZF,C,Stem-elongating,2,21,80,397.81,321.53,2.18,0.6921,1.05,0.0311,0.0005,24.98
ZF,C,Stem-elongating,2,21,49.98,398.68,332.01,1.33,0.707,1.06,0.022,0.0004,25
ZF,C,Stem-elongating,2,21,999.97,386.53,293.24,13.09,0.2576,1.1,0.1499,0.0026,25.01
ZF,C,Stem-elongating,2,21,1000.11,242.08,181.95,7.82,0.2049,1.09,0.1387,0.0024,25.01
ZF,C,Stem-elongating,2,21,999.8,145.53,115.77,4.43,0.1642,1.08,0.161,0.0028,24.98
ZF,C,Stem-elongating,2,21,1000.05,78.33,68.23,1.73,0.1351,1.07,0.1959,0.0034,24.98
ZF,C,Stem-elongating,2,21,999.99,49.61,46.62,0.48,0.1196,1.06,0.2212,0.0038,24.99
ZF,C,Stem-elongating,2,21,999.92,389.26,272.68,10.62,0.2112,1.11,0.096,0.0017,25.06
ZF,C,Stem-elongating,2,21,1000.15,389.99,265.04,9.97,0.2168,1.11,0.0837,0.0015,24.99
ZF,C,Stem-elongating,2,21,999.87,389.85,266.29,9.98,0.2219,1.11,0.0849,0.0015,24.99
ZF,C,Stem-elongating,2,21,999.89,634.02,440.97,15.59,0.2695,1.11,0.085,0.0015,25.01
ZF,C,Stem-elongating,2,21,999.87,980.74,717.14,18.6,0.2862,1.12,0.0749,0.0014,25.01
ZF,C,Stem-elongating,2,21,999.86,1479.38,1152.85,19.28,0.2755,1.12,0.0637,0.0012,25
ZF,C,Stem-elongating,2,2,280.09,987.38,693.62,12.22,0.5034,1.06,0.0438,0.0008,25
ZF,C,Stem-elongating,2,2,150.09,993.49,761.15,6.18,0.5253,1.06,0.0284,0.0005,25
ZF,C,Stem-elongating,2,2,99.97,994.87,811.63,4.74,0.5765,1.06,0.0283,0.0005,25
ZF,C,Stem-elongating,2,2,80.21,995.76,836.27,3.93,0.5944,1.05,0.0273,0.0005,25
ZF,C,Stem-elongating,2,2,49.91,997.56,884.27,2.09,0.6079,1.06,0.0215,0.0004,25
ZF,C,Stem-elongating,3,21,0.02,400.51,430.52,-0.46,#DIV/0!,1.05,0.0124,0.0002,25
ZF,C,Stem-elongating,3,21,2000.07,382.33,313.88,16.82,0.1358,1.09,0.2695,0.0047,25
ZF,C,Stem-elongating,3,21,1499.82,382.87,307.62,16.54,0.1912,1.05,0.2382,0.004,25.01
ZF,C,Stem-elongating,3,21,999.96,383.38,303.91,16.19,0.3,1.03,0.2192,0.0036,25.02
ZF,C,Stem-elongating,3,21,499.87,385.63,304.31,14.05,0.4906,1,0.1853,0.003,25.01
ZF,C,Stem-elongating,3,21,280.07,389.24,309.32,10.51,0.6034,1,0.1414,0.0023,25.03
ZF,C,Stem-elongating,3,21,150,393.62,323.58,6.22,0.6581,1.02,0.0969,0.0016,25.01
ZF,C,Stem-elongating,3,21,100.12,395.76,331.47,4.09,0.6797,1.02,0.0701,0.0012,25
ZF,C,Stem-elongating,3,21,80.02,396.64,334.19,3.29,0.6913,1.03,0.0584,0.001,25
ZF,C,Stem-elongating,3,21,50.01,397.8,348.46,2.08,0.7027,1.04,0.0483,0.0008,25.01
ZF,C,Stem-elongating,3,21,1000.12,382.81,317.13,16.45,0.3038,1.02,0.2743,0.0045,25
ZF,C,Stem-elongating,3,21,1000,239.21,196.58,10.5,0.2464,1.02,0.2685,0.0044,24.99
ZF,C,Stem-elongating,3,21,1000,144.25,123.17,5.55,0.1808,1.01,0.2935,0.0047,24.97
ZF,C,Stem-elongating,3,21,1000.25,77.91,70.1,2.08,0.137,1,0.3131,0.005,24.99
ZF,C,Stem-elongating,3,21,999.99,49.59,47.5,0.44,0.1183,0.99,0.3344,0.0053,25
ZF,C,Stem-elongating,3,21,999.92,386.03,293.44,13.71,0.2473,1.08,0.1581,0.0027,25.09
ZF,C,Stem-elongating,3,21,999.92,386.41,289.49,13.42,0.2697,1.05,0.1471,0.0025,24.96
ZF,C,Stem-elongating,3,21,1000.18,385.88,291.27,13.99,0.2773,1.05,0.1574,0.0027,24.99
ZF,C,Stem-elongating,3,21,1000.19,629.81,508.68,19.35,0.3104,1.05,0.1734,0.0029,25.01
ZF,C,Stem-elongating,3,21,1000.18,977.59,837.9,20.69,0.2968,1.05,0.1662,0.0028,25.01
ZF,C,Stem-elongating,3,21,999.9,1477.47,1318.99,19.66,0.2696,1.06,0.1459,0.0025,25.01
ZF,C,Stem-elongating,3,2,280.14,984.93,733.45,14.68,0.5713,1.05,0.0619,0.001,24.99
ZF,C,Stem-elongating,3,2,149.98,991.73,726.12,8.08,0.6036,1.05,0.0322,0.0005,25.01
ZF,C,Stem-elongating,3,2,100.11,994.4,725.28,5.32,0.6318,1.06,0.0209,0.0004,25.01
ZF,C,Stem-elongating,3,2,80.01,995.37,813.87,4.25,0.652,1.05,0.0255,0.0004,25.01
ZF,C,Stem-elongating,3,2,50,996.91,867.56,2.69,0.6706,1.05,0.0237,0.0004,25
ZF,C,Stem-elongating,4,21,0.02,400.41,412.51,-0.45,#DIV/0!,1.05,0.024,0.0004,25.01
ZF,C,Stem-elongating,4,21,1999.99,384.8,311.27,14.51,0.1184,1.12,0.2156,0.0039,24.99
ZF,C,Stem-elongating,4,21,1500,385.15,303.94,14.35,0.1602,1.09,0.1908,0.0033,25.03
ZF,C,Stem-elongating,4,21,1000.1,385.77,298.11,13.89,0.2556,1.06,0.1696,0.0029,25.01
ZF,C,Stem-elongating,4,21,500,387.46,290.8,12.43,0.4615,1.03,0.1364,0.0022,25.02
ZF,C,Stem-elongating,4,21,280.14,390.44,297.98,9.43,0.5962,1.03,0.1086,0.0018,25
ZF,C,Stem-elongating,4,21,149.84,394.38,307.95,5.61,0.6603,1.03,0.0695,0.0012,25
ZF,C,Stem-elongating,4,21,100.13,396.44,320.13,3.52,0.6826,1.05,0.0501,0.0008,25
ZF,C,Stem-elongating,4,21,80.06,397.2,325.26,2.82,0.6927,1.04,0.0428,0.0007,24.99
ZF,C,Stem-elongating,4,21,50.01,398.27,343.61,1.71,0.7045,1.05,0.0353,0.0006,24.99
ZF,C,Stem-elongating,4,21,999.82,386.22,303.64,13.37,0.2546,1.05,0.174,0.0029,24.99
ZF,C,Stem-elongating,4,21,999.82,241.39,190.28,8.48,0.2059,1.04,0.1786,0.003,24.99
ZF,C,Stem-elongating,4,21,999.78,145.27,121,4.69,0.1589,1.03,0.2123,0.0035,24.97
ZF,C,Stem-elongating,4,21,999.81,78.22,69.74,1.81,0.1295,1.02,0.2482,0.004,24.98
ZF,C,Stem-elongating,4,21,1000.09,49.57,46.85,0.55,0.1144,1,0.2815,0.0045,24.99
ZF,C,Stem-elongating,4,21,999.78,386.42,308.59,13.13,0.2279,1.06,0.1824,0.0031,25.05
ZF,C,Stem-elongating,4,21,1000.05,387.21,300.48,12.5,0.2345,1.07,0.1546,0.0026,24.97
ZF,C,Stem-elongating,4,21,999.78,386.95,301.64,12.76,0.2412,1.06,0.1606,0.0027,25
ZF,C,Stem-elongating,4,21,1000.07,631.1,505.71,18.09,0.2789,1.06,0.1563,0.0027,25.01
ZF,C,Stem-elongating,4,21,999.82,979.03,809.92,19.65,0.2776,1.07,0.1278,0.0022,25.03
ZF,C,Stem-elongating,4,21,1000.04,1478.75,1269.89,19.22,0.2595,1.08,0.1039,0.0018,25.01
ZF,C,Stem-elongating,4,2,279.89,985.83,827.88,13.25,0.5351,1.03,0.0927,0.0015,24.99
ZF,C,Stem-elongating,4,2,149.87,991.15,872.84,7.96,0.5795,1.03,0.0774,0.0013,25.02
ZF,C,Stem-elongating,4,2,100.13,994.11,902.62,4.98,0.5982,1.03,0.0657,0.0011,25.01
ZF,C,Stem-elongating,4,2,80.04,994.95,904.69,4.23,0.6129,1.03,0.0567,0.0009,25
ZF,C,Stem-elongating,4,2,50.02,996.66,932.31,2.5,0.6304,1.04,0.0518,0.0009,25.01
ZF,Y,Stem-elongating,1,21,0.02,400.59,424.49,-0.68,#DIV/0!,1.05,0.0221,0.0004,24.99
ZF,Y,Stem-elongating,1,21,1999.82,377.74,323.68,21.01,0.2109,0.98,0.4325,0.0068,24.98
ZF,Y,Stem-elongating,1,21,1500.18,378.17,323.81,20.6,0.2766,0.96,0.4208,0.0065,25.01
ZF,Y,Stem-elongating,1,21,1000.1,379.11,325.51,19.76,0.3955,0.94,0.4091,0.0062,24.99
ZF,Y,Stem-elongating,1,21,500.01,384.14,340.01,14.65,0.5489,0.93,0.3781,0.0056,25
ZF,Y,Stem-elongating,1,21,280.08,389.35,356.28,9.33,0.6032,0.93,0.3391,0.0051,25.02
ZF,Y,Stem-elongating,1,21,149.93,393.53,370.06,5.2,0.6344,0.93,0.2934,0.0044,25.01
ZF,Y,Stem-elongating,1,21,99.94,395.42,376,3.45,0.6489,0.94,0.2536,0.0038,24.99
ZF,Y,Stem-elongating,1,21,80,396.33,377.53,2.72,0.6583,0.95,0.2117,0.0033,25.02
ZF,Y,Stem-elongating,1,21,50.06,397.58,382.06,1.64,0.6671,0.96,0.1735,0.0027,25.02
ZF,Y,Stem-elongating,1,21,1000.06,378.27,324.21,20.51,0.4093,0.96,0.4215,0.0065,24.99
ZF,Y,Stem-elongating,1,21,999.95,235.27,198.84,14.13,0.3731,0.96,0.4269,0.0066,24.99
ZF,Y,Stem-elongating,1,21,999.92,141.58,121.11,8.12,0.3175,0.95,0.4395,0.0067,25
ZF,Y,Stem-elongating,1,21,1000.16,76.83,69,3.07,0.2613,0.95,0.4575,0.007,25
ZF,Y,Stem-elongating,1,21,1000.16,49.29,47.09,0.7,0.232,0.95,0.4758,0.0072,24.99
ZF,Y,Stem-elongating,1,21,999.81,379.26,333.24,19.08,0.3813,0.95,0.47,0.0072,25.01
ZF,Y,Stem-elongating,1,21,1000.06,378.21,327.45,20.4,0.405,0.95,0.4493,0.0068,25
ZF,Y,Stem-elongating,1,21,1000.07,378.2,326.27,20.56,0.4092,0.95,0.4412,0.0067,24.98
ZF,Y,Stem-elongating,1,21,1000.04,624.14,557.55,23.33,0.3971,0.96,0.4057,0.0062,25.01
