Experiment,Genotype,Treatment,Replicate,O2 (%),Iinc (mmol/m2/s),Ca (ppm),Ci (ppm),A (mmol/m2/s),F2 (mol/mol),Tleaf (℃),VPDL (kPa),gs (mol/m2/s),Tr (mol/m2/s)
EXP2020,Thésée,HT-Well water,1,21,1000.1,373.7890,281.3470,18.6650,0.4593,35.0,2.5,0.3986,0.0095
EXP2020,Thésée,HT-Well water,1,21,999.9,608.9800,465.4791,28.8059,0.5060,35.0,2.5,0.3997,0.0094
EXP2020,Thésée,HT-Well water,1,21,999.9,947.1120,763.8511,35.3647,0.5225,35.0,2.5,0.4021,0.0095
EXP2020,Thésée,HT-Well water,1,21,999.9,1438.0300,1224.3336,38.0718,0.5168,35.0,2.5,0.4024,0.0095
EXP2020,Thésée,HT-Well water,1,2,200.0,976.4150,893.8830,10.5299,0.6596,35.0,2.5,0.3976,0.0095
EXP2020,Thésée,HT-Well water,1,2,150.0,980.6200,911.1509,7.1353,0.6677,35.0,2.5,0.3863,0.0092
EXP2020,Thésée,HT-Well water,1,2,119.9,982.9660,920.6732,5.3337,0.6719,35.0,2.5,0.3783,0.0091
EXP2020,Thésée,HT-Well water,1,2,90.2,985.6590,931.7945,3.2660,0.6754,35.0,2.5,0.3693,0.0089
EXP2020,Thésée,HT-Well water,1,2,60.0,988.4240,943.9575,1.1284,0.6780,35.0,2.5,0.3581,0.0086
EXP2020,Thésée,HT-Well water,1,2,40.0,990.44,952.926642,-0.4044,0.6766,35.0,2.5,0.3487,0.0084
EXP2020,Thésée,HT-Well water,2,21,2000.0,362.7160,277.0931,24.8201,0.3160,35.0,2.5,0.5935,0.0137
EXP2020,Thésée,HT-Well water,2,21,1500.1,364.8910,282.6277,23.1229,0.3866,35.0,2.5,0.5806,0.0135
EXP2020,Thésée,HT-Well water,2,21,1000.2,368.7890,294.1911,20.1050,0.4783,35.0,2.5,0.5696,0.0132
EXP2020,Thésée,HT-Well water,2,21,500.2,377.1980,321.3213,13.4213,0.5742,35.0,2.5,0.5563,0.0129
EXP2020,Thésée,HT-Well water,2,21,200.0,387.5430,356.4593,5.0865,0.6209,35.0,2.5,0.5468,0.0127
EXP2020,Thésée,HT-Well water,2,21,150.2,389.9130,364.5605,3.2494,0.6287,35.0,2.5,0.5446,0.0125
EXP2020,Thésée,HT-Well water,2,21,120.1,391.1850,368.6933,2.2399,0.6350,35.0,2.5,0.5373,0.0125
EXP2020,Thésée,HT-Well water,2,21,90.1,392.6450,373.6617,1.1055,0.6415,35.0,2.5,0.5395,0.0126
EXP2020,Thésée,HT-Well water,2,21,60.0,394.3190,379.3961,-0.1894,0.6446,35.0,2.5,0.5347,0.0124
EXP2020,Thésée,HT-Well water,2,21,40.0,395.3970,383.3145,-1.0889,0.6448,35.0,2.5,0.5309,0.0123
EXP2020,Thésée,HT-Well water,2,21,1000.1,369.5120,293.6795,19.7273,0.4749,35.0,2.5,0.5460,0.0127
EXP2020,Thésée,HT-Well water,2,21,1000.1,186.3750,152.2298,8.6881,0.4221,35.0,2.5,0.5493,0.0127
EXP2020,Thésée,HT-Well water,2,21,1000.0,95.9001,85.0924,2.2885,0.3704,35.0,2.5,0.5507,0.0127
EXP2020,Thésée,HT-Well water,2,21,1000.1,50.9128,52.2840,-1.0990,0.3240,35.0,2.5,0.5539,0.0128
EXP2020,Thésée,HT-Well water,2,21,1000.1,369.3510,294.2241,19.7427,0.4781,35.0,2.5,0.5525,0.0128
EXP2020,Thésée,HT-Well water,2,21,1000.0,369.2440,293.3063,19.9173,0.4776,35.0,2.5,0.5498,0.0127
EXP2020,Thésée,HT-Well water,2,21,999.8,369.1420,293.3133,19.9530,0.4816,35.0,2.5,0.5518,0.0127
EXP2020,Thésée,HT-Well water,2,21,1000.2,604.2760,492.0642,28.6910,0.5145,35.0,2.5,0.5499,0.0127
EXP2020,Thésée,HT-Well water,2,21,1000.0,943.4710,804.6695,32.8843,0.5191,35.0,2.5,0.5477,0.0127
EXP2020,Thésée,HT-Well water,2,21,1000.1,1434.7600,1275.8969,33.2102,0.5138,35.0,2.5,0.5482,0.0126
EXP2020,Thésée,HT-Well water,2,2,200.0,973.6220,907.7767,8.7494,0.6413,35.0,2.5,0.5400,0.0126
EXP2020,Thésée,HT-Well water,2,2,150.1,977.6320,921.5748,5.5732,0.6473,35.0,2.5,0.5353,0.0124
EXP2020,Thésée,HT-Well water,2,2,120.1,979.8100,929.0315,3.8023,0.6526,35.0,2.5,0.5332,0.0124
EXP2020,Thésée,HT-Well water,2,2,90.1,982.0850,937.0777,1.9758,0.6566,35.0,2.5,0.5326,0.0124
EXP2020,Thésée,HT-Well water,2,2,60.1,984.6410,945.7799,0.0674,0.6586,35.0,2.5,0.5283,0.0123
EXP2020,Thésée,HT-Well water,2,2,40.0,986.3500,951.8383,-1.3591,0.6580,35.0,2.5,0.5296,0.0123
EXP2020,Thésée,HT-Well water,3,21,1999.9,368.5470,272.8322,23.9776,0.2947,35.0,2.5,0.4955,0.0116
EXP2020,Thésée,HT-Well water,3,21,1500.0,369.938,280.745863,22.5898,0.3626,35.0,2.5,0.5095,0.0120
EXP2020,Thésée,HT-Well water,3,21,1000.0,372.624,292.4143614,20.1058,0.4699,35.0,2.5,0.5166,0.0121
EXP2020,Thésée,HT-Well water,3,21,500.0,378.511,316.7210769,14.6581,0.6080,35.0,2.5,0.5272,0.0123
EXP2020,Thésée,HT-Well water,3,21,200.0,387.602,351.708958,6.4546,0.6719,35.1,2.5,0.5288,0.0124
EXP2020,Thésée,HT-Well water,3,21,149.9,389.785,360.1295358,4.4588,0.6804,35.0,2.5,0.5261,0.0123
EXP2020,Thésée,HT-Well water,3,21,120.1,391.126,365.2634771,3.2766,0.6859,35.0,2.5,0.5284,0.0123
EXP2020,Thésée,HT-Well water,3,21,90.0,392.761,371.5027815,1.7908,0.6926,35.0,2.5,0.5234,0.0123
EXP2020,Thésée,HT-Well water,3,21,60.0,394.561,378.2213932,0.2530,0.6994,35.0,2.5,0.5178,0.0121
EXP2020,Thésée,HT-Well water,3,21,39.9,395.671,382.4057401,-0.7128,0.7036,35.0,2.5,0.5157,0.0121
EXP2020,Thésée,HT-Well water,3,21,1000.1,372.432,292.7412822,20.2418,0.4602,35.0,2.5,0.5239,0.0122
EXP2020,Thésée,HT-Well water,3,21,999.9,187.875,152.9971305,8.7093,0.3975,35.0,2.5,0.5336,0.0123
EXP2020,Thésée,HT-Well water,3,21,1000.0,96.33,85.24804243,2.3510,0.3512,35.0,2.5,0.5421,0.0125
EXP2020,Thésée,HT-Well water,3,21,1000.1,50.8245,52.08687488,-1.0607,0.3187,35.0,2.5,0.5522,0.0128
EXP2020,Thésée,HT-Well water,3,21,999.9,371.793,295.3580983,20.5646,0.4616,35.0,2.5,0.5626,0.0130
EXP2020,Thésée,HT-Well water,3,21,1000.0,371.625,294.8153995,20.7375,0.4608,35.0,2.5,0.5642,0.0130
EXP2020,Thésée,HT-Well water,3,21,1000.1,371.6,295.8502915,20.6229,0.4626,35.0,2.5,0.5710,0.0132
EXP2020,Thésée,HT-Well water,3,21,1000.0,606.311,490.2009196,31.0940,0.5135,35.0,2.5,0.5699,0.0131
EXP2020,Thésée,HT-Well water,3,21,1000.0,944.297,797.2778644,37.2658,0.5253,34.9,2.5,0.5741,0.0132
EXP2020,Thésée,HT-Well water,3,21,1000.0,1435.65,1267.815709,37.8167,0.5123,35.0,2.5,0.5756,0.0133
EXP2020,Thésée,HT-Well water,3,2,200.1,972.889,902.6523071,10.9888,0.6632,35.0,2.5,0.5845,0.0136
EXP2020,Thésée,HT-Well water,3,2,150.0,977.052,917.4049009,7.2366,0.6709,35.0,2.5,0.5760,0.0133
EXP2020,Thésée,HT-Well water,3,2,120.0,979.342,924.7101565,5.4241,0.6766,35.0,2.5,0.5694,0.0132
EXP2020,Thésée,HT-Well water,3,2,90.0,981.769,933.4584298,3.2374,0.6824,35.0,2.5,0.5687,0.0132
EXP2020,Thésée,HT-Well water,3,2,60.0,984.49,943.6403176,0.6976,0.6876,35.0,2.5,0.5678,0.0132
EXP2020,Thésée,HT-Well water,3,2,40.0,985.906,949.1846857,-0.7108,0.6915,35.0,2.5,0.5715,0.0133
EXP2020,Thésée,HT-Well water,4,21,2000.0,365.068,267.363,27.3807,0.3283,35.0,2.5,0.5561,0.0130
EXP2020,Thésée,HT-Well water,4,21,1500.0,367.186,276.275,25.3749,0.3927,35.0,2.5,0.5625,0.0132
EXP2020,Thésée,HT-Well water,4,21,1000.0,370.874,290.918,21.8955,0.4765,35.0,2.5,0.5679,0.0133
EXP2020,Thésée,HT-Well water,4,21,500.0,378.913,321.780,14.3635,0.5671,35.0,2.5,0.5780,0.0135
EXP2020,Thésée,HT-Well water,4,21,200.0,388.667,357.904,5.2514,0.6204,35.0,2.5,0.5809,0.0136
EXP2020,Thésée,HT-Well water,4,21,150.0,390.793,365.513,3.3555,0.6345,35.0,2.5,0.5765,0.0134
EXP2020,Thésée,HT-Well water,4,21,120.0,392.175,370.633,2.0451,0.6443,35.0,2.5,0.5768,0.0135
EXP2020,Thésée,HT-Well water,4,21,90.0,393.661,375.933,0.7343,0.6536,35.0,2.5,0.5714,0.0133
EXP2020,Thésée,HT-Well water,4,21,60.0,395.274,381.812,-0.6846,0.6614,35.0,2.5,0.5649,0.0131
EXP2020,Thésée,HT-Well water,4,21,40.0,396.282,385.549,-1.6494,0.6676,35.0,2.5,0.5634,0.0132
EXP2020,Thésée,HT-Well water,4,21,1000.0,370.821,291.039,21.9450,0.4722,35.0,2.5,0.5707,0.0133
EXP2020,Thésée,HT-Well water,4,21,1000.0,187.142,151.680,9.5096,0.4216,35.0,2.5,0.5735,0.0133
EXP2020,Thésée,HT-Well water,4,21,1000.0,96.121,84.967,2.5256,0.3746,35.0,2.5,0.5808,0.0135
EXP2020,Thésée,HT-Well water,4,21,1000.0,50.977,52.717,-1.2971,0.3382,35.0,2.5,0.5879,0.0136
EXP2020,Thésée,HT-Well water,4,21,1000.0,370.731,293.280,21.8723,0.4734,35.0,2.5,0.5914,0.0137
EXP2020,Thésée,HT-Well water,4,21,1000.0,370.573,292.545,22.0336,0.4686,35.0,2.5,0.5900,0.0137
EXP2020,Thésée,HT-Well water,4,21,1000.0,370.612,293.383,21.9771,0.4716,35.0,2.5,0.5962,0.0138
EXP2020,Thésée,HT-Well water,4,21,1000.0,605.233,488.471,32.6714,0.5105,35.0,2.5,0.5980,0.0139
EXP2020,Thésée,HT-Well water,4,21,1000.0,943.129,796.457,38.8574,0.5246,35.0,2.5,0.6038,0.0140
EXP2020,Thésée,HT-Well water,4,21,1000.0,1433.317,1261.378,40.8633,0.5230,35.0,2.5,0.6017,0.0139
EXP2020,Thésée,HT-Well water,4,2,200.0,974.236,908.167,9.9051,0.6246,35.0,2.5,0.6062,0.0140
EXP2020,Thésée,HT-Well water,4,2,150.0,978.289,921.824,6.2063,0.6292,35.0,2.5,0.5951,0.0139
EXP2020,Thésée,HT-Well water,4,2,120.0,980.931,929.779,4.1788,0.6342,35.0,2.5,0.5752,0.0134
EXP2020,Thésée,HT-Well water,4,2,90.0,983.560,938.394,2.0362,0.6392,35.0,2.5,0.5613,0.0132
EXP2020,Thésée,HT-Well water,4,2,60.0,986.379,947.145,0.1559,0.6443,35.1,2.5,0.5293,0.0123
EXP2020,Thésée,HT-Well water,4,2,40.0,988.310,954.001,-1.5458,0.6465,35.0,2.5,0.5179,0.0123
EXP2020,Thésée,HT-Well water,1,21,2000.0,375.434,270.2153182,17.1442,0.2617,39.9,3.0,0.3211,0.0094
EXP2020,Thésée,HT-Well water,1,21,1499.9,376.901,275.0617523,16.0704,0.3231,40.0,3.0,0.3139,0.0093
EXP2020,Thésée,HT-Well water,1,21,999.8,379.249,287.9324037,14.1436,0.4091,40.0,3.0,0.3162,0.0093
EXP2020,Thésée,HT-Well water,1,21,500.1,384.361,315.0816919,9.7525,0.5206,40.0,3.0,0.3132,0.0092
EXP2020,Thésée,HT-Well water,1,21,200.1,391.272,352.1792652,3.8857,0.5871,40.0,3.0,0.3127,0.0092
EXP2020,Thésée,HT-Well water,1,21,150.2,392.841,360.679553,2.5434,0.6023,40.0,3.0,0.3130,0.0092
EXP2020,Thésée,HT-Well water,1,21,119.9,394.05,367.0460948,1.5328,0.6115,40.0,3.0,0.3121,0.0092
EXP2020,Thésée,HT-Well water,1,21,90.1,395.286,373.8035269,0.4694,0.6156,40.0,3.0,0.3110,0.0092
EXP2020,Thésée,HT-Well water,1,21,60.0,396.745,381.6663783,-0.7574,0.6143,40.0,3.0,0.3098,0.0091
EXP2020,Thésée,HT-Well water,1,21,40.0,397.722,386.8591694,-1.5557,0.6119,40.0,3.0,0.3077,0.0091
EXP2020,Thésée,HT-Well water,1,21,1000.0,379.507,288.5262598,13.8445,0.4200,40.0,3.0,0.3106,0.0091
EXP2020,Thésée,HT-Well water,1,21,1000.0,191.957,155.5138333,5.2088,0.3494,40.0,3.0,0.3118,0.0091
EXP2020,Thésée,HT-Well water,1,21,1000.1,98.4317,90.48399106,0.6195,0.2895,40.0,3.0,0.3137,0.0092
EXP2020,Thésée,HT-Well water,1,21,999.9,51.6081,55.65072841,-1.2614,0.2411,40.0,3.0,0.3160,0.0093
EXP2020,Thésée,HT-Well water,1,21,999.9,380.153,292.822648,13.2474,0.3836,40.0,3.0,0.3137,0.0093
EXP2020,Thésée,HT-Well water,1,21,1000.0,379.774,291.3307623,13.5316,0.4004,40.0,3.0,0.3149,0.0093
EXP2020,Thésée,HT-Well water,1,21,1000.0,379.351,288.8380681,13.9947,0.4136,40.0,3.0,0.3161,0.0093
EXP2020,Thésée,HT-Well water,1,21,1000.0,616.548,472.2917284,22.5316,0.4503,40.0,3.0,0.3211,0.0094
EXP2020,Thésée,HT-Well water,1,21,1000.1,954.684,758.6440625,29.1225,0.4573,40.0,3.0,0.3169,0.0093
EXP2020,Thésée,HT-Well water,1,21,1000.1,1444.16,1204.211648,33.1677,0.4594,40.0,3.0,0.3177,0.0093
EXP2020,Thésée,HT-Well water,1,2,200.0,978.795,887.3782232,8.6378,0.5651,40.0,3.0,0.3180,0.0094
EXP2020,Thésée,HT-Well water,1,2,150.1,982.526,907.4656126,5.4490,0.5696,40.0,3.0,0.3182,0.0093
EXP2020,Thésée,HT-Well water,1,2,120.1,984.694,918.4697552,3.6032,0.5705,40.0,3.0,0.3135,0.0093
EXP2020,Thésée,HT-Well water,1,2,89.8,986.76,929.2979654,1.9213,0.5716,40.0,3.0,0.3134,0.0092
EXP2020,Thésée,HT-Well water,1,2,60.0,989.156,941.5860097,0.0420,0.5756,40.0,3.0,0.3106,0.0091
EXP2020,Thésée,HT-Well water,1,2,40.0,990.717,950.3292533,-1.3734,0.5790,40.0,3.0,0.3108,0.0091
EXP2020,Thésée,HT-Well water,2,21,2000.0,365.941,287.4414311,21.1189,0.3089,40.0,3.0,0.5871,0.0165
EXP2020,Thésée,HT-Well water,2,21,1500.0,368.193,293.3158234,19.4852,0.3810,40.0,3.0,0.5757,0.0161
EXP2020,Thésée,HT-Well water,2,21,1000.0,371.489,304.2509117,16.7733,0.4872,40.0,3.0,0.5734,0.0161
EXP2020,Thésée,HT-Well water,2,21,500.1,378.853,327.5601688,10.9807,0.5907,40.0,3.0,0.5601,0.0158
EXP2020,Thésée,HT-Well water,2,21,200.0,387.682,357.4153681,3.8312,0.6400,40.0,3.0,0.5536,0.0157
EXP2020,Thésée,HT-Well water,2,21,149.9,389.778,364.3668127,2.2376,0.6534,40.0,3.0,0.5521,0.0156
EXP2020,Thésée,HT-Well water,2,21,120.1,391.036,368.6638061,1.2103,0.6585,40.0,3.0,0.5497,0.0155
EXP2020,Thésée,HT-Well water,2,21,90.1,392.411,373.5222481,0.0670,0.6604,40.0,3.0,0.5505,0.0155
EXP2020,Thésée,HT-Well water,2,21,60.0,393.982,378.7819951,-1.1362,0.6580,40.0,3.0,0.5475,0.0154
EXP2020,Thésée,HT-Well water,2,21,40.0,395.134,382.6867807,-2.0709,0.6560,40.0,3.0,0.5467,0.0154
EXP2020,Thésée,HT-Well water,2,21,1000.1,371.997,305.1344844,16.4717,0.4857,40.0,3.0,0.5672,0.0159
EXP2020,Thésée,HT-Well water,2,21,1000.0,188.398,160.4602217,6.3985,0.3982,40.0,3.0,0.5709,0.0160
EXP2020,Thésée,HT-Well water,2,21,1000.0,97.3056,90.15795169,0.8502,0.3231,40.0,3.0,0.5725,0.0161
EXP2020,Thésée,HT-Well water,2,21,1000.1,51.6451,54.75248234,-1.8789,0.2610,40.0,3.0,0.5731,0.0160
EXP2020,Thésée,HT-Well water,2,21,1000.1,372.635,308.3152634,15.8637,0.4638,40.0,3.0,0.5778,0.0162
EXP2020,Thésée,HT-Well water,2,21,999.9,372.029,306.2932123,16.3848,0.4783,40.0,3.0,0.5785,0.0162
EXP2020,Thésée,HT-Well water,2,21,1000.2,371.786,305.4063569,16.5716,0.4830,40.0,3.0,0.5765,0.0161
EXP2020,Thésée,HT-Well water,2,21,999.9,605.702,501.8256266,25.4965,0.5134,40.0,3.0,0.5753,0.0161
EXP2020,Thésée,HT-Well water,2,21,999.9,941.937,806.9461643,30.7552,0.5051,40.0,3.0,0.5785,0.0162
EXP2020,Thésée,HT-Well water,2,21,999.9,1429.01,1263.670473,33.0192,0.5050,40.0,3.0,0.5754,0.0162
EXP2020,Thésée,HT-Well water,2,2,200.0,971.252,903.2372472,7.1948,0.6082,40.0,3.0,0.5664,0.0160
EXP2020,Thésée,HT-Well water,2,2,150.1,975.137,915.8904115,4.2015,0.6130,40.0,3.0,0.5622,0.0159
EXP2020,Thésée,HT-Well water,2,2,120.1,977.558,923.6305156,2.4072,0.6132,40.0,3.0,0.5586,0.0158
EXP2020,Thésée,HT-Well water,2,2,90.1,979.859,931.1087609,0.5908,0.6142,40.0,3.0,0.5544,0.0157
EXP2020,Thésée,HT-Well water,2,2,60.0,982.345,939.7144696,-1.3597,0.6179,40.0,3.0,0.5579,0.0157
EXP2020,Thésée,HT-Well water,2,2,40.0,983.7,944.5562079,-2.6114,0.6204,40.0,3.0,0.5543,0.0157
EXP2020,Thésée,HT-Well water,3,21,2000.1,371.63,282.0538202,20.4705,0.2785,40.0,3.0,0.4752,0.0136
EXP2020,Thésée,HT-Well water,3,21,1499.8,372.531,292.8303427,19.2634,0.3433,40.0,3.0,0.5206,0.0147
EXP2020,Thésée,HT-Well water,3,21,1000.1,375.2,304.771869,16.6114,0.4320,40.0,3.0,0.5317,0.0152
EXP2020,Thésée,HT-Well water,3,21,499.8,380.983,327.3812884,11.3090,0.5466,40.0,3.0,0.5367,0.0153
EXP2020,Thésée,HT-Well water,3,21,200.0,388.617,356.8929355,4.2778,0.6093,40.0,3.0,0.5449,0.0154
EXP2020,Thésée,HT-Well water,3,21,149.9,390.396,363.346462,2.7320,0.6226,40.0,3.0,0.5441,0.0154
EXP2020,Thésée,HT-Well water,3,21,120.0,391.508,367.668365,1.6743,0.6306,40.0,3.0,0.5458,0.0155
EXP2020,Thésée,HT-Well water,3,21,90.2,392.803,372.5243987,0.5091,0.6375,40.0,3.0,0.5476,0.0155
EXP2020,Thésée,HT-Well water,3,21,59.9,394.176,377.7235215,-0.7650,0.6426,40.0,3.0,0.5517,0.0156
EXP2020,Thésée,HT-Well water,3,21,40.2,395.193,381.5754859,-1.6767,0.6467,40.0,3.0,0.5511,0.0155
EXP2020,Thésée,HT-Well water,3,21,1000.2,375.191,307.4554306,16.4331,0.4383,40.0,3.0,0.5541,0.0156
EXP2020,Thésée,HT-Well water,3,21,1000.0,189.884,162.031806,6.2869,0.3733,40.0,3.0,0.5623,0.0158
EXP2020,Thésée,HT-Well water,3,21,999.9,97.5598,90.27096145,0.8967,0.3173,39.9,3.0,0.5653,0.0158
EXP2020,Thésée,HT-Well water,3,21,1000.0,51.5515,54.89871064,-1.9414,0.2773,40.0,3.0,0.5660,0.0159
EXP2020,Thésée,HT-Well water,3,21,1000.0,375.385,309.5909607,16.1464,0.4183,40.0,3.0,0.5682,0.0160
EXP2020,Thésée,HT-Well water,3,21,1000.1,375.037,308.5647601,16.4483,0.4296,40.0,3.0,0.5707,0.0161
EXP2020,Thésée,HT-Well water,3,21,1000.1,374.929,308.2438881,16.5693,0.4356,40.0,3.0,0.5717,0.0160
EXP2020,Thésée,HT-Well water,3,21,1000.1,610.08,505.3096148,25.9573,0.4691,40.0,3.0,0.5779,0.0162
EXP2020,Thésée,HT-Well water,3,21,1000.1,947.146,809.22678,31.7849,0.4841,40.0,3.0,0.5769,0.0162
EXP2020,Thésée,HT-Well water,3,21,1000.1,1434.91,1265.111373,34.7199,0.4900,40.0,3.0,0.5765,0.0162
EXP2020,Thésée,HT-Well water,3,2,199.9,971.775,901.0132114,8.6175,0.6131,40.0,3.0,0.6004,0.0169
EXP2020,Thésée,HT-Well water,3,2,150.2,975.474,913.7706836,5.4139,0.6156,40.0,3.0,0.5966,0.0167
EXP2020,Thésée,HT-Well water,3,2,119.9,977.626,920.7830995,3.6370,0.6133,40.0,3.0,0.5954,0.0167
EXP2020,Thésée,HT-Well water,3,2,89.9,979.996,929.3144511,1.4881,0.6129,40.0,3.0,0.5938,0.0166
EXP2020,Thésée,HT-Well water,3,2,60.2,982.054,936.739083,-0.5323,0.6137,40.0,3.0,0.5947,0.0167
EXP2020,Thésée,HT-Well water,3,2,40.2,983.742,942.4476076,-1.9845,0.6135,40.0,3.0,0.5903,0.0167
EXP2020,Thésée,HT-Well water,4,21,2000.0,369.9836452,273.3207979,22.5780,0.3023,40.0,3.0,0.4771,0.0138
EXP2020,Thésée,HT-Well water,4,21,1500.0,371.8398667,282.8557353,20.7452,0.3638,40.1,3.0,0.4871,0.0141
EXP2020,Thésée,HT-Well water,4,21,1000.0,375.1971333,300.2125885,17.4263,0.4499,40.1,3.0,0.5124,0.0147
EXP2020,Thésée,HT-Well water,4,21,500.0,381.6256,328.7762372,11.0939,0.5404,40.0,3.0,0.5399,0.0154
EXP2020,Thésée,HT-Well water,4,21,200.0,389.6634333,359.6354651,3.6114,0.5903,40.1,3.0,0.5374,0.0154
EXP2020,Thésée,HT-Well water,4,21,150.0,391.3496129,366.3834847,1.9891,0.6055,39.9,3.0,0.5421,0.0155
EXP2020,Thésée,HT-Well water,4,21,120.0,392.5919,371.1895026,0.8188,0.6147,40.0,3.0,0.5465,0.0156
EXP2020,Thésée,HT-Well water,4,21,90.0,393.8154,376.0211903,-0.3323,0.6220,39.9,3.0,0.5505,0.0156
EXP2020,Thésée,HT-Well water,4,21,60.0,395.1866,381.3024345,-1.6602,0.6271,40.0,3.0,0.5530,0.0157
EXP2020,Thésée,HT-Well water,4,21,40.0,396.2100645,385.1307682,-2.5929,0.6317,40.0,3.0,0.5532,0.0157
EXP2020,Thésée,HT-Well water,4,21,1000.1,372.753,307.8137611,18.1917,0.4754,40.1,3.0,0.6582,0.0184
EXP2020,Thésée,HT-Well water,4,21,1000.0,188.712,161.2479795,7.1112,0.3888,39.9,3.0,0.6561,0.0183
EXP2020,Thésée,HT-Well water,4,21,999.9,97.3547,90.3722288,0.8839,0.3187,40.0,3.0,0.6522,0.0184
EXP2020,Thésée,HT-Well water,4,21,1000.1,51.6982,54.98945289,-2.2365,0.2690,40.0,3.0,0.6642,0.0185
EXP2020,Thésée,HT-Well water,4,21,999.9,373.237,310.400837,17.6560,0.4525,40.0,3.0,0.6699,0.0187
EXP2020,Thésée,HT-Well water,4,21,1000.1,372.864,308.9345059,18.0830,0.4613,40.0,3.0,0.6694,0.0187
EXP2020,Thésée,HT-Well water,4,21,1000.0,372.818,309.330508,18.0434,0.4684,40.0,3.0,0.6753,0.0189
EXP2020,Thésée,HT-Well water,4,21,1000.0,606.695,506.5589985,28.2267,0.5064,40.0,3.0,0.6784,0.0189
EXP2020,Thésée,HT-Well water,4,21,1000.0,941.91,807.1405706,35.3382,0.5221,40.0,3.0,0.6729,0.0188
EXP2020,Thésée,HT-Well water,4,21,999.9,1428.1,1261.142939,38.7510,0.5274,40.0,3.0,0.6710,0.0188
EXP2020,Thésée,HT-Well water,4,2,199.9,971.377,904.8406972,7.8974,0.6423,40.0,3.0,0.6709,0.0188
EXP2020,Thésée,HT-Well water,4,2,150.1,975.216,917.2284697,4.3487,0.6408,40.0,3.0,0.6671,0.0188
EXP2020,Thésée,HT-Well water,4,2,120.1,977.492,924.9679612,2.1645,0.6365,40.0,3.0,0.6633,0.0187
EXP2020,Thésée,HT-Well water,4,2,89.8,980.011,932.9679411,0.1335,0.6329,40.0,3.0,0.6584,0.0184
EXP2020,Thésée,HT-Well water,4,2,60.0,982.569,941.1611245,-2.1614,0.6287,40.0,3.0,0.6602,0.0185
EXP2020,Thésée,HT-Well water,4,2,40.0,983.897,946.3945502,-3.6528,0.6236,39.9,3.0,0.6651,0.0186
EXP2020,Thésée,HT-Drought,1,21,2000.0,389.41,286.94,8.8494,0.0813,15.0,1.0,0.1488,0.0014
EXP2020,Thésée,HT-Drought,1,21,1499.9,389.49,283.72,8.7732,0.1123,15.0,1.0,0.1425,0.0014
EXP2020,Thésée,HT-Drought,1,21,1000.0,389.95,286.27,8.3825,0.1706,15.0,1.0,0.1391,0.0013
EXP2020,Thésée,HT-Drought,1,21,499.9,391.17,296.11,7.3606,0.2848,15.0,1.0,0.1339,0.0013
EXP2020,Thésée,HT-Drought,1,21,199.8,394.69,331.61,4.3189,0.3805,15.0,1.0,0.1226,0.0012
EXP2020,Thésée,HT-Drought,1,21,150.1,395.75,335.85,3.4665,0.4036,15.0,1.0,0.1039,0.0010
EXP2020,Thésée,HT-Drought,1,21,120.1,396.54,339.95,2.8238,0.4208,15.0,1.0,0.0901,0.0009
EXP2020,Thésée,HT-Drought,1,21,89.8,397.25,347.04,2.2153,0.4387,15.0,1.0,0.0808,0.0008
EXP2020,Thésée,HT-Drought,1,21,60.0,398.13,359.36,1.4938,0.4560,15.0,1.0,0.0736,0.0007
EXP2020,Thésée,HT-Drought,1,21,40.0,398.80,369.46,0.9395,0.4717,15.0,1.0,0.0651,0.0006
EXP2020,Thésée,HT-Drought,1,21,1000.0,390.02,281.85,8.3403,0.1725,15.0,1.0,0.1321,0.0013
EXP2020,Thésée,HT-Drought,1,21,1000.1,194.64,134.26,4.6633,0.1360,15.0,1.0,0.1315,0.0013
EXP2020,Thésée,HT-Drought,1,21,999.9,97.76,71.49,2.0748,0.1022,15.0,1.0,0.1356,0.0013
EXP2020,Thésée,HT-Drought,1,21,1000.0,49.41,40.01,0.7408,0.0824,15.0,1.0,0.1388,0.0013
EXP2020,Thésée,HT-Drought,1,21,999.9,390.59,297.79,7.8098,0.1584,15.0,1.0,0.1459,0.0014
EXP2020,Thésée,HT-Drought,1,21,1000.0,390.12,295.31,8.2072,0.1652,15.0,1.0,0.1499,0.0014
EXP2020,Thésée,HT-Drought,1,21,1000.0,389.88,291.85,8.4436,0.1691,15.0,1.0,0.1488,0.0014
EXP2020,Thésée,HT-Drought,1,21,999.9,637.61,515.68,9.9495,0.1745,15.0,1.0,0.1439,0.0014
EXP2020,Thésée,HT-Drought,1,21,999.8,986.53,844.78,10.4859,0.1715,15.0,1.0,0.1343,0.0013
EXP2020,Thésée,HT-Drought,1,21,1000.0,1485.93,1307.16,10.2616,0.1710,15.0,1.0,0.1062,0.0010
EXP2020,Thésée,HT-Drought,1,2,200.0,993.77,818.86,4.9363,0.3607,15.0,1.0,0.0495,0.0005
EXP2020,Thésée,HT-Drought,1,2,150.1,994.97,839.69,3.9325,0.3820,15.0,1.0,0.0450,0.0004
EXP2020,Thésée,HT-Drought,1,2,119.8,996.02,852.46,3.0449,0.3966,15.0,1.0,0.0380,0.0004
EXP2020,Thésée,HT-Drought,1,2,90.1,996.88,859.45,2.3063,0.4132,15.0,1.0,0.0302,0.0003
